_id,user_id,user_name,friend_count,follower_count,status_count,user_location,geolocation.location.lat,geolocation.location.lng
ObjectId(5c894621e783f23ca09b47ba),110029236,KyleZimmermann,44,9,30,"Ojai, CA",38.566592,-121.468632
ObjectId(5c894621e783f23ca09b47c4),110065635,CaliRomania,163,61,768,"Twin Peaks, CA",38.566592,-121.468632
ObjectId(5c894621e783f23ca09b47e9),110222135,EdHooligan,100,127,988,"Crook County, IL / Dubai, UAE",39.763908,-89.670832
ObjectId(5c894621e783f23ca09b4805),110301991,Blackeddie7,141,111,1361,Indiana,39.776664,-86.145935
ObjectId(5c894621e783f23ca09b4836),110468303,dfwbreakingnews,348,915,14074,"Dallas, TX",30.307182,-97.755996
ObjectId(5c894621e783f23ca09b483e),110492301,YogaDIGG,178,268,807,"San Francisco, California",38.566592,-121.468632
ObjectId(5c894621e783f23ca09b484b),110522630,OpenRoadLending,6379,5164,6859,"Irving, TX",30.307182,-97.755996
ObjectId(5c894621e783f23ca09b4850),11053612,marcholmes,307,725,3552,"Bellevue, WA",47.041398,-122.896774
ObjectId(5c894621e783f23ca09b4852),110539147,AgileGadgets,49,567,21287,"Dallas, TX",30.307182,-97.755996
ObjectId(5c894621e783f23ca09b4855),110542280,backpage,301,293,3279,Washington D.C.,47.041398,-122.896774
ObjectId(5c894621e783f23ca09b486e),110623706,DanLawlerOnline,144,67,377,"Los Angels, CA, USA",38.566592,-121.468632
ObjectId(5c894621e783f23ca09b4875),110646523,bonAPHIde4,383,496,6985,California To Arkansas,38.566592,-121.468632
ObjectId(5c894621e783f23ca09b4880),110691347,crazytim,182,195,1814,"California, US",38.566592,-121.468632
ObjectId(5c894621e783f23ca09b48a2),110819250,StunningVisual,332,349,20756,"NotQuiteChicago, IL",39.763908,-89.670832
ObjectId(5c894621e783f23ca09b48b0),110852731,jibbs91,170,84,176,Bloomington IN,39.776664,-86.145935
ObjectId(5c894621e783f23ca09b48b2),110859237,ZTAMSIDOLS,471,97,19,"San Francisco, California",38.566592,-121.468632
ObjectId(5c894621e783f23ca09b48bd),110902398,LexP,288,1419,27758,"Houston, Texas",30.307182,-97.755996
ObjectId(5c894621e783f23ca09b48be),110902949,SK82DESTROY,154,77,1685,Watsonville; California,38.566592,-121.468632
ObjectId(5c894621e783f23ca09b48c4),110918253,alnotes,133,359,10844,Alabama,32.346251,-86.268593
ObjectId(5c894621e783f23ca09b4907),111135362,runveggiejen,265,120,141,"Olympia, WA",47.041398,-122.896774
ObjectId(5c894621e783f23ca09b4914),11117032,SimplySweetHome,656,1253,1556,Alabama,32.346251,-86.268593
ObjectId(5c894621e783f23ca09b4933),111251169,shawtywazzup,36,12,670,"ANAHEIM, CALIFORNIA",38.566592,-121.468632
ObjectId(5c894621e783f23ca09b495e),111399963,lshoweassoc,144,88,181,Central Indiana,39.776664,-86.145935
ObjectId(5c894621e783f23ca09b4966),111427015,marylolagouge,643,323,3243,"Timpson, TX",30.307182,-97.755996
ObjectId(5c894621e783f23ca09b4974),111480254,MajorDrew,144,167,5239,"IE, California",38.566592,-121.468632
ObjectId(5c894621e783f23ca09b49b6),111667042,Snitkor,36,114,1813,"Chicago, IL",39.763908,-89.670832
ObjectId(5c894621e783f23ca09b49bb),111680675,JosiGreen,535,777,47029,"Lawndale, Chicago, IL",39.763908,-89.670832
ObjectId(5c894621e783f23ca09b49bd),111681071,CoachBurnett,162,413,2846,"Muncie, Indiana",39.776664,-86.145935
ObjectId(5c894621e783f23ca09b49be),111681842,MRPP1,262,225,5384,WHERE I KNOWYOU WANNA BE,47.041398,-122.896774
ObjectId(5c894621e783f23ca09b49c0),111687153,TruBeautiMe,440,393,3652,"Austin, TX",30.307182,-97.755996
ObjectId(5c894621e783f23ca09b49c6),111710642,HunterStreetNow,4,306,491,"Hoover, Alabama",32.346251,-86.268593
ObjectId(5c894621e783f23ca09b49ce),111729078,bamasports,3,1812,24997,"Tuscaloosa, AL",32.346251,-86.268593
ObjectId(5c894621e783f23ca09b49d3),111745160,daniTRIO,82,87,4004,California,38.566592,-121.468632
ObjectId(5c894621e783f23ca09b49e6),111799554,Arukemos,100,174,1283,"California, USA",38.566592,-121.468632
ObjectId(5c894621e783f23ca09b49ea),111814129,DruBoiFresh,637,653,22313,VA        AL,32.346251,-86.268593
ObjectId(5c894621e783f23ca09b4a16),111968095,ACDClvr,1154,448,20115,Texas,30.307182,-97.755996
ObjectId(5c894621e783f23ca09b4a30),112043840,Bamadega,4279,3926,2982,Alabama,32.346251,-86.268593
ObjectId(5c894621e783f23ca09b4a7d),112315161,PaulRevProject,120,163,4958,Indiana,39.776664,-86.145935
ObjectId(5c894621e783f23ca09b4a9e),11239092,calwatch,289,189,1167,"Pomona, CA",38.566592,-121.468632
ObjectId(5c894621e783f23ca09b4aa7),112428234,KyleJLittle,67,50,408,"Westfield, IN",39.776664,-86.145935
ObjectId(5c894621e783f23ca09b4b33),112861117,CPRMembers,512,514,2996,"Richardson, TX",30.307182,-97.755996
ObjectId(5c894621e783f23ca09b4b36),112881146,ImJusTiAradeep,168,203,9648,Dallas TX & manhattan ks,30.307182,-97.755996
ObjectId(5c894621e783f23ca09b4b41),112916520,Slatefield,224,133,3796,"Richardson, TX",30.307182,-97.755996
ObjectId(5c894621e783f23ca09b4b4b),112943356,Chaicago,56,31,317,"Chicago, IL",39.763908,-89.670832
ObjectId(5c894621e783f23ca09b4b4f),112945581,badlilLESBO,352,459,6483,"Fairfield, CA.",38.566592,-121.468632
ObjectId(5c894621e783f23ca09b4b52),112948120,mgardner20,175,84,1166,"West Lafayette, IN",39.776664,-86.145935
ObjectId(5c894621e783f23ca09b4b82),113105334,longbeachtowns,201,517,7743,Long Beach CA,38.566592,-121.468632
ObjectId(5c894621e783f23ca09b4b84),113105860,Donnie15,116,13,1335,"South Bend, Indiana, U.S.",39.776664,-86.145935
ObjectId(5c894621e783f23ca09b4b8e),113128242,LovelyNSmith561,129,221,14638,A DAY IN MY 5 INCH HEELS,39.776664,-86.145935
ObjectId(5c894621e783f23ca09b4ba4),113191238,yurstrulyannie,522,625,22069,"  Texas [insomebodiesheart]",30.307182,-97.755996
ObjectId(5c894621e783f23ca09b4bb7),113234784,BarrySux,2383,2694,15680,Texas,30.307182,-97.755996
ObjectId(5c894621e783f23ca09b4bba),113241787,YaMomzFavorite,285,532,16242,I Gotta Shine Im A CALI Kid,38.566592,-121.468632
ObjectId(5c894621e783f23ca09b4bc0),113263593,jwliang,69,38,522,"Chicago, IL",39.763908,-89.670832
ObjectId(5c894621e783f23ca09b4c0b),113522542,travney,29,26,4179,Northern California,38.566592,-121.468632
ObjectId(5c894621e783f23ca09b4c0c),11352322,crystaldarby,162,214,1495,"San Antonio, Texas",30.307182,-97.755996
ObjectId(5c894621e783f23ca09b4c12),113531473,ashley1187,22,19,214,"Ft. Worth, Texas",30.307182,-97.755996
ObjectId(5c894621e783f23ca09b4c1d),113561155,JessiVanessi,313,510,15807,New York (w/a sprinkle of AL),32.346251,-86.268593
ObjectId(5c894621e783f23ca09b4c33),113648271,marystata,260,101,440,"Washington, DC",47.041398,-122.896774
ObjectId(5c894621e783f23ca09b4c3b),113674200,lowemillarts,1,179,283,"Huntsville, AL",32.346251,-86.268593
ObjectId(5c894621e783f23ca09b4c51),113741817,colbertema,0,241,302,"Tuscumbia, AL",32.346251,-86.268593
ObjectId(5c894621e783f23ca09b4c5c),113781463,clayblesch,134,80,221,"Evansville, Indiana",39.776664,-86.145935
ObjectId(5c894621e783f23ca09b4c6b),113824029,SlickDelaFonte,535,279,4120,"DeLaDeLa , Texas",30.307182,-97.755996
ObjectId(5c894621e783f23ca09b4c6c),113829638,tiffannnyy,57,63,1996,"Oxnard, CA",38.566592,-121.468632
ObjectId(5c894621e783f23ca09b4c6e),113839036,10SoBlessed33,649,299,4668,"Austin, TX 78726",30.307182,-97.755996
ObjectId(5c894621e783f23ca09b4c9a),114013234,TexasNews4u,1230,1470,20895,Texas,30.307182,-97.755996
ObjectId(5c894621e783f23ca09b4cb7),114124512,womenhivworld,100,297,3441,"Oakland, CA",38.566592,-121.468632
ObjectId(5c894621e783f23ca09b4cb8),114129533,4EVRGINA,79,105,3710,"Davis, CA",38.566592,-121.468632
ObjectId(5c894621e783f23ca09b4cbd),114142738,heyloressa,101,120,3077,Dallas Texas baby,30.307182,-97.755996
ObjectId(5c894621e783f23ca09b4cd7),114232546,ThatTVBlogger,1493,736,9341,"San Diego Metro, CA",38.566592,-121.468632
ObjectId(5c894621e783f23ca09b4cda),114249294,GabiSzt,215,159,870,"Fort Worth, Texas",30.307182,-97.755996
ObjectId(5c894621e783f23ca09b4ce9),114312285,GardendaleFire,16,80,237,Gardendale Alabama,32.346251,-86.268593
ObjectId(5c894621e783f23ca09b4cef),114347093,Darrow21,132,51,719,"Lombard, IL",39.763908,-89.670832
ObjectId(5c894621e783f23ca09b4cf4),114356325,soundexperience,428,466,1291,"Puget Sound, Washington",47.041398,-122.896774
ObjectId(5c894621e783f23ca09b4cf8),114379671,StevviSerrano,187,147,6957,All over Texas. srly.,30.307182,-97.755996
ObjectId(5c894621e783f23ca09b4d36),114578430,EliDLSantos,30,46,1831,"Renton, Washington",47.041398,-122.896774
ObjectId(5c894621e783f23ca09b4d54),114632230,iNellyRose,552,827,15615,Texas.,30.307182,-97.755996
ObjectId(5c894621e783f23ca09b4d75),114756777,MySoulReflects,313,906,5672,Illinois,39.763908,-89.670832
ObjectId(5c894621e783f23ca09b4d77),114759516,cngazores,84,48,3151,san jose california,38.566592,-121.468632
ObjectId(5c894621e783f23ca09b4d88),114812031,BillyBarnet,191,42,720,"Austin, TX",30.307182,-97.755996
ObjectId(5c894621e783f23ca09b4db7),114949556,FutureSoundTV,506,494,11343,LOCATION: INTER STELLAR,39.776664,-86.145935
ObjectId(5c894621e783f23ca09b4db8),114950006,alli9626,84,28,253,indiana,39.776664,-86.145935
ObjectId(5c894621e783f23ca09b4dbe),114961824,bdsd,235,56,2582,"San Diego, CA",38.566592,-121.468632
ObjectId(5c894621e783f23ca09b4dc0),114964435,standrewshsv,32,26,461,"Madison, AL",32.346251,-86.268593
ObjectId(5c894621e783f23ca09b4dda),115089519,bellaandfrank,615,427,3201,"Sugar Land, Texas",30.307182,-97.755996
ObjectId(5c894621e783f23ca09b4de4),115127176,MzPRETTYclassy,207,275,7802,"Poppin CHAMPAIGN, Illinois",39.763908,-89.670832
ObjectId(5c894621e783f23ca09b4dee),115147362,MASEintheplace,2861,3865,1109,"encinitas, CA",38.566592,-121.468632
ObjectId(5c894621e783f23ca09b4df5),115160953,SherrieGG,648,581,15427,"Camarillo, CA",38.566592,-121.468632
ObjectId(5c894621e783f23ca09b4e02),115207930,RobCanales,58,21,437,"Alice, TX",30.307182,-97.755996
ObjectId(5c894621e783f23ca09b4e03),115208408,TheJRock,280,844,30131,"Crimson Tide,Alabama",32.346251,-86.268593
ObjectId(5c894621e783f23ca09b4e05),115216932,deborahannxxx,763,7217,17297,northern indiana,39.776664,-86.145935
ObjectId(5c894621e783f23ca09b4e07),115226194,CalNevaAspcom,1502,306,12283,"Inland Empire,California",38.566592,-121.468632
ObjectId(5c894621e783f23ca09b4e15),115269027,123DanaMarie,429,722,11115,"956, TX",30.307182,-97.755996
ObjectId(5c894621e783f23ca09b4e40),11542772,NAICUheadlines,102,1961,6482,"Washington, DC",47.041398,-122.896774
ObjectId(5c894621e783f23ca09b4e63),115541839,Juliethebully,218,238,3220,Texas,30.307182,-97.755996
ObjectId(5c894621e783f23ca09b4e6a),115556383,TresleyTerry,99,72,1423,"Lubbock, Texas",30.307182,-97.755996
ObjectId(5c894621e783f23ca09b4e75),115593372,jillianvasquez,535,280,838,"Seattle, WA",47.041398,-122.896774
ObjectId(5c894621e783f23ca09b4e7d),115617258,shaunllywyllyn,93,46,3134,"San Antonio, TX, USA",30.307182,-97.755996
ObjectId(5c894621e783f23ca09b4ea0),115736315,ToughCrowd,308,275,14644,ON MY WAY.,47.041398,-122.896774
ObjectId(5c894621e783f23ca09b4ea2),115737362,anthraxdadon,41,32,880,"laporte, IN",39.776664,-86.145935
ObjectId(5c894621e783f23ca09b4eb3),115764582,iSaySJ,224,127,1447,"San Jose, CA",38.566592,-121.468632
ObjectId(5c894621e783f23ca09b4eca),11584222,shyamkapur,2702,2501,31863,California,38.566592,-121.468632
ObjectId(5c894621e783f23ca09b4ecb),115850289,xLetsRunAway,497,96,1495,California ;D,38.566592,-121.468632
ObjectId(5c894621e783f23ca09b4ed4),115890751,timbuktoo,151,56,12938,California,38.566592,-121.468632
ObjectId(5c894621e783f23ca09b4f15),11609152,kristv,0,687,2326,"Corpus Christi, Texas",30.307182,-97.755996
ObjectId(5c894621e783f23ca09b4f29),116144537,CalvinBarber,96,91,354,Texas,30.307182,-97.755996
ObjectId(5c894621e783f23ca09b4f3d),116228943,EDizzle75,305,176,5379,"Birmingham, AL",32.346251,-86.268593
ObjectId(5c894621e783f23ca09b4f4e),116273367,LoveAlwaysRM,89,58,1978,"San Jose, California",38.566592,-121.468632
ObjectId(5c894621e783f23ca09b4f76),116366137,DLMomof3,717,352,1093,"Alameda County, CA",38.566592,-121.468632
ObjectId(5c894621e783f23ca09b4f7d),116387083,elephantlamp,6,173,68353,"Shermer, Illinois",39.763908,-89.670832
ObjectId(5c894621e783f23ca09b4f92),116460381,nerigarza,88,92,3585,TEXAS,30.307182,-97.755996
ObjectId(5c894621e783f23ca09b4f9a),116510356,MedCenterMazda,0,7,49,"Pelham, AL",32.346251,-86.268593
ObjectId(5c894621e783f23ca09b4f9b),116511995,naomieportice,97,94,209,"Anderson, IN",39.776664,-86.145935
ObjectId(5c894621e783f23ca09b4f9d),116519736,wtwonews,37,380,2246,"Terre Haute, IN",39.776664,-86.145935
ObjectId(5c894621e783f23ca09b4fa0),116523888,Valientpatriot,1250,834,906,"Huntsville, AL",32.346251,-86.268593
ObjectId(5c894621e783f23ca09b4fa1),116530530,TakeYoHoe,275,900,11142,Houston Texas,30.307182,-97.755996
ObjectId(5c894621e783f23ca09b4fa6),116539177,tkimberly,30,18,352,"Tacoma, WA",47.041398,-122.896774
ObjectId(5c894621e783f23ca09b4fb5),116585906,kknight58,3448,3683,62555,california,38.566592,-121.468632
ObjectId(5c894621e783f23ca09b4fe4),116780463,SwutBrah,46,71,516,"Bloomington, IN",39.776664,-86.145935
ObjectId(5c894621e783f23ca09b4fe7),116790220,BCrumes,56,56,1016,"Muncie, Indiana",39.776664,-86.145935
ObjectId(5c894621e783f23ca09b4fed),116814637,cakesnap,37,32,2179,"Austin, TX",30.307182,-97.755996
ObjectId(5c894621e783f23ca09b5009),116892798,QuiseeMarie,327,387,4426,Illinois,39.763908,-89.670832
ObjectId(5c894621e783f23ca09b500c),116901460,CottonUSA,165,52,260,"Houston, Texas",30.307182,-97.755996
ObjectId(5c894621e783f23ca09b5020),116975907,tmjilintern,205,246,67,Illinois,39.763908,-89.670832
ObjectId(5c894621e783f23ca09b5021),116976019,tmjinintern,200,208,8,Indiana,39.776664,-86.145935
ObjectId(5c894621e783f23ca09b5025),116979447,mikefolden,186,247,2122,"Seattle, WA",47.041398,-122.896774
ObjectId(5c894621e783f23ca09b506f),117221177,tomlinbrittany,97,202,8610,"ONTARIO, CANADA",38.566592,-121.468632
ObjectId(5c894621e783f23ca09b5070),117223609,sullivanrepair,27,217,6971,"Burlington, WA",47.041398,-122.896774
ObjectId(5c894621e783f23ca09b508f),117322932,TheGreatestLady,141,256,15970,"Dallas, TX/ Manhattan, KS",30.307182,-97.755996
ObjectId(5c894621e783f23ca09b5093),117335994,AboutMagicians,159,102,297,"Sacramento, CA",38.566592,-121.468632
ObjectId(5c894621e783f23ca09b5095),117340424,kentanae,157,130,1677,"Bham/Huntsville, AL",32.346251,-86.268593
ObjectId(5c894621e783f23ca09b509a),117357189,coyotama,57,51,1522,"Garland, Texas, United States",30.307182,-97.755996
ObjectId(5c894621e783f23ca09b50c3),117519168,sillyskrod,86,127,3925,"Montrose Houston, TX",30.307182,-97.755996
ObjectId(5c894621e783f23ca09b50d9),117581620,phillip320,60,50,1331,"Bethalto, IL",39.763908,-89.670832
ObjectId(5c894621e783f23ca09b50e5),117609312,trumdog1,17,13,528,"Paxton, IL",39.763908,-89.670832
ObjectId(5c894621e783f23ca09b50fa),117660856,JIHADALKABEER,198,47,631,"Jennah AL Aziz, Inshallah",32.346251,-86.268593
ObjectId(5c894621e783f23ca09b5101),11766852,isaacbob,149,99,1477,"West Lafayette, IN",39.776664,-86.145935
ObjectId(5c894621e783f23ca09b5103),117673511,ProgresivTeachr,319,374,2684,"Long Beach, CA",38.566592,-121.468632
ObjectId(5c894621e783f23ca09b5106),117686766,andikeptwalking,366,212,7336,"West Lafayette, IN, USA",39.776664,-86.145935
ObjectId(5c894621e783f23ca09b5121),117788128,SweetTeashia,246,251,8933,ATLANTA I CUD DO THIS ALL DAY,32.346251,-86.268593
ObjectId(5c894621e783f23ca09b5125),117796735,SweepTight,11625,12735,3041,Illinois,39.763908,-89.670832
ObjectId(5c894621e783f23ca09b512a),117810936,BraggBobby,565,199,2489,"Tuscaloosa, AL",32.346251,-86.268593
ObjectId(5c894621e783f23ca09b513a),117866393,tmjILskltrd,7,65,28,Illinois,39.763908,-89.670832
ObjectId(5c894621e783f23ca09b513b),117866627,tmjILLABOR,5,144,66,Illinois,39.763908,-89.670832
ObjectId(5c894621e783f23ca09b5142),117877995,MizMoonieNiyHon,2001,1046,567,maryland fort washington,47.041398,-122.896774
ObjectId(5c894621e783f23ca09b5150),117936741,mariamarz,256,240,1934,"Chicago, IL, USA",39.763908,-89.670832
ObjectId(5c894621e783f23ca09b5164),118009908,Dyxann,175,116,2778,"Bandarlampung, Lampung, INA",39.776664,-86.145935
ObjectId(5c894621e783f23ca09b5166),118015827,AdamKOL,662,599,10793,"Washington, D.C.",47.041398,-122.896774
ObjectId(5c894621e783f23ca09b5176),118101361,Bigdog27215,235,49,981,"Joliet, IL, USA",39.763908,-89.670832
ObjectId(5c894621e783f23ca09b517f),118131413,AyyYoFern,90,167,12222,"Modesto, California.",38.566592,-121.468632
ObjectId(5c894621e783f23ca09b5181),118153399,FUCKHIMTWICE,1001,1132,10869,"Chicago, IL",39.763908,-89.670832
ObjectId(5c894621e783f23ca09b518c),118190794,WashCoScanner,558,558,8191,Washington County Oregon,47.041398,-122.896774
ObjectId(5c894621e783f23ca09b5193),118218929,LandoLaLa,55,47,1443,Fresno California,38.566592,-121.468632
ObjectId(5c894621e783f23ca09b5198),118237085,tamerski,119,121,3783,"Seattle, WA",47.041398,-122.896774
ObjectId(5c894621e783f23ca09b519d),118252884,tmjINLABOR,4,130,13,Indiana,39.776664,-86.145935
ObjectId(5c894621e783f23ca09b51a2),118264070,SanBrunoCal,412,412,6618,"San Bruno, CA",38.566592,-121.468632
ObjectId(5c894621e783f23ca09b51a3),118267199,DigitaSocialite,1052,145,795,"Irvine, CA",38.566592,-121.468632
ObjectId(5c894621e783f23ca09b51a8),118273594,EMILYlovesBIEBS,126,93,2814,California; the no,38.566592,-121.468632
ObjectId(5c894621e783f23ca09b51ca),118397222,MrLane334,408,426,6959,"Hope Hull, alabama",32.346251,-86.268593
ObjectId(5c894621e783f23ca09b51d8),118425728,thetvnet,2384,2890,101599,California,38.566592,-121.468632
ObjectId(5c894621e783f23ca09b51e3),118461955,midwestbreh,412,211,2483,"Swaglessville, IL",39.763908,-89.670832
ObjectId(5c894621e783f23ca09b51e6),118467133,Millz0708,128,133,1793,"Washington, DC",47.041398,-122.896774
ObjectId(5c894621e783f23ca09b51f1),118509968,SarahEnni,666,455,6697,"Washington, D.C.",47.041398,-122.896774
ObjectId(5c894621e783f23ca09b51f6),118523209,RoosterTF,398,409,4217,"Sunnyvale, CA",38.566592,-121.468632
ObjectId(5c894621e783f23ca09b51fe),118551470,StylesRout,55,251,1556,California,38.566592,-121.468632
ObjectId(5c894621e783f23ca09b521d),11859822,WorldVisionUSA,14612,20049,8216,"HQ in Federal Way, WA",47.041398,-122.896774
ObjectId(5c894621e783f23ca09b5220),118607237,estherchoiii,17,3,127,"L.A, California",38.566592,-121.468632
ObjectId(5c894621e783f23ca09b5221),118608746,WhitWTnBelle,76,20,483,"DuQuoin, IL",39.763908,-89.670832
ObjectId(5c894621e783f23ca09b523f),118725231,LucasWiseman,128,317,940,"Arlington, Texas",30.307182,-97.755996
ObjectId(5c894621e783f23ca09b5245),118749164,zumbawithdiane,873,861,4823,Southern California,38.566592,-121.468632
ObjectId(5c894621e783f23ca09b525d),118828021,discovercivwar,15,1212,1556,"Washington, DC",47.041398,-122.896774
ObjectId(5c894621e783f23ca09b5261),118836367,midlandheadline,620,501,7377,"Midland, Texas",30.307182,-97.755996
ObjectId(5c894621e783f23ca09b5278),118914840,tmjILsecure,214,198,24,Illinois,39.763908,-89.670832
ObjectId(5c894621e783f23ca09b527d),118924917,ingridromero1,65,174,487,"Los Angeles, California",38.566592,-121.468632
ObjectId(5c894621e783f23ca09b5290),118957289,jeanettedoswell,163,136,1593,Southern California,38.566592,-121.468632
ObjectId(5c894621e783f23ca09b5296),118977186,tlorenzo2,486,458,25269,"Htown,Texas",30.307182,-97.755996
ObjectId(5c894621e783f23ca09b52af),119091430,BullsFanZone,3571,3553,7987,Chicago IL USA,39.763908,-89.670832
ObjectId(5c894621e783f23ca09b52b4),119107508,TGuddaTrill,347,409,11641,"Port Arthur/PVAMU, Texas",30.307182,-97.755996
ObjectId(5c894621e783f23ca09b52b7),119112917,bassbride,31,17,12,"Tuscaloosa, AL",32.346251,-86.268593
ObjectId(5c894621e783f23ca09b52c2),119146634,RARSotS,63,11,527,middle of nowhere Alabama,32.346251,-86.268593
ObjectId(5c894621e783f23ca09b52c9),119156362,RayEden22,221,490,10076,Indiana,39.776664,-86.145935
ObjectId(5c894621e783f23ca09b52cd),119180542,WillSayWatEva,789,1056,26429,"Hiram Clarke, TX",30.307182,-97.755996
ObjectId(5c894621e783f23ca09b52e1),119270102,tmjINDskltrd,6,55,10,"Indianapolis, IN",39.776664,-86.145935
ObjectId(5c894621e783f23ca09b52e2),119271934,Action10News,28,196,1534,"Corpus Christi, TX",30.307182,-97.755996
ObjectId(5c894621e783f23ca09b52ee),11930902,avcr8teur,174,150,479,"Silicon Valley, CA",38.566592,-121.468632
ObjectId(5c894621e783f23ca09b5302),119411063,AlexhGrunstein,165,128,395,"Austin, TX",30.307182,-97.755996
ObjectId(5c894621e783f23ca09b530a),119446688,kingkevinm,612,117,149,"Seattle, WA",47.041398,-122.896774
ObjectId(5c894621e783f23ca09b5311),119455351,IfIGetAIDSfukIt,772,1151,22467,"Indianapolis, IN",39.776664,-86.145935
ObjectId(5c894621e783f23ca09b531a),119481550,emilybrown2010,52,24,1332,"San Francisco, CA",38.566592,-121.468632
ObjectId(5c894621e783f23ca09b531f),119489211,wrytersblockDH,395,265,4322,"On the web, mostly in Texas",30.307182,-97.755996
ObjectId(5c894621e783f23ca09b532c),119529302,CalabasasPatch,1636,651,1603,"Calabasas, CA",38.566592,-121.468632
ObjectId(5c894621e783f23ca09b532d),119532607,kyleREGAL,14,3285,698,"Kemp, TX",30.307182,-97.755996
ObjectId(5c894621e783f23ca09b5333),119549130,MoneRandomAss,206,133,4960,"Chicago, IL, USA",39.763908,-89.670832
ObjectId(5c894621e783f23ca09b533c),119594132,NathanM777,124,93,16052,"Muncie, IN",39.776664,-86.145935
ObjectId(5c894621e783f23ca09b5367),119770729,derekdaniel82,115,66,428,"DFW, Texas",30.307182,-97.755996
ObjectId(5c894621e783f23ca09b536a),119792024,giseldaLR,18,14,8,"Houston, TX",30.307182,-97.755996
ObjectId(5c894621e783f23ca09b53a3),120004400,MissE23,131,154,7599,Houston Texas,30.307182,-97.755996
ObjectId(5c894621e783f23ca09b53b2),120099142,ShtUpBtchFollow,454,1233,39722,"On Your TL , TX",30.307182,-97.755996
ObjectId(5c894621e783f23ca09b53c2),120156881,JeffAdairFilms,499,679,2875,"Dallas, TX",30.307182,-97.755996
ObjectId(5c894621e783f23ca09b53cc),120199359,InstantKClassic,198,134,4431,"Sacramento, CA",38.566592,-121.468632
ObjectId(5c894621e783f23ca09b53d5),120265773,kimk101,2940,3856,109103,California,38.566592,-121.468632
ObjectId(5c894621e783f23ca09b53d6),120265849,theSophiaJade,180,926,811,"Los Angeles, CA",38.566592,-121.468632
ObjectId(5c894621e783f23ca09b53d7),120271192,TheDragon71,61,38,1019,Indiana,39.776664,-86.145935
ObjectId(5c894621e783f23ca09b53df),120293816,UhhNoel,178,74,283,Indiana.,39.776664,-86.145935
ObjectId(5c894621e783f23ca09b53e0),120295653,ShelbyJohnson10,179,598,21119,"Tyler, Texas",30.307182,-97.755996
ObjectId(5c894621e783f23ca09b53ea),120348294,PRETTY305WINGS,53,51,380,Illinois,39.763908,-89.670832
ObjectId(5c894621e783f23ca09b53f8),120437996,NadiGirlWorld,267,238,7318,Alabama,32.346251,-86.268593
ObjectId(5c894621e783f23ca09b5402),120482448,LiketheRiver,195,118,2793,Indianapolis,39.776664,-86.145935
ObjectId(5c894621e783f23ca09b5407),120504806,ThePoliceNews,36,172,2882,Galveston / Houston Texas,30.307182,-97.755996
ObjectId(5c894621e783f23ca09b5423),120602774,sheynnababy,43,194,7038,"San Antonio, Texas",30.307182,-97.755996
ObjectId(5c894621e783f23ca09b5427),120617934,Netzger,300,92,1663,"Tracy, CA",38.566592,-121.468632
ObjectId(5c894621e783f23ca09b544d),120710464,MCreviews,70,52,1435,soCALIFORNIA,38.566592,-121.468632
ObjectId(5c894621e783f23ca09b5462),120791627,writetransjobs,688,861,8379,California,38.566592,-121.468632
ObjectId(5c894621e783f23ca09b547d),12086882,chrisvannoy,306,461,5736,"Indianapolis, IN",39.776664,-86.145935
ObjectId(5c894621e783f23ca09b54b0),121070203,DPriessnitz,27,3,224,Texas,30.307182,-97.755996
ObjectId(5c894621e783f23ca09b54bb),121133164,APSbham,429,347,634,"Birmingham, Alabama",32.346251,-86.268593
ObjectId(5c894621e783f23ca09b54c3),121153045,JontheImpaler,21,12,88,Indiana,39.776664,-86.145935
ObjectId(5c894621e783f23ca09b54d6),121218625,fafinetteXO,161,92,4080,Don t mess with Texas!,30.307182,-97.755996
ObjectId(5c894621e783f23ca09b54dd),121235342,mcmath2011,46,46,516,Enterprise Alabama,32.346251,-86.268593
ObjectId(5c894621e783f23ca09b54ec),121276778,redeyephotogs,162,311,187,"Silverlake, CA",38.566592,-121.468632
ObjectId(5c894621e783f23ca09b54f0),121289801,MegaSoundwave76,33,15,252,"Bay Area, CA",38.566592,-121.468632
ObjectId(5c894621e783f23ca09b54f5),121319150,ROSIEFLASH,118,476,49942,"BAYby, CLiCK CLACK CALiFORNiA",38.566592,-121.468632
ObjectId(5c894621e783f23ca09b5515),121477364,DavidPStrahan,97,90,767,Alabama,32.346251,-86.268593
ObjectId(5c894621e783f23ca09b552a),121585486,karikt,41,36,680,San Antonio TX,30.307182,-97.755996
ObjectId(5c894621e783f23ca09b5531),121634103,BrandonLuce,114,43,523,Texas,30.307182,-97.755996
ObjectId(5c894621e783f23ca09b5532),121637516,tardistavern,395,415,4320,"Austin, Texas",30.307182,-97.755996
ObjectId(5c894621e783f23ca09b553b),121667096,OCcriminallaw,396,291,1522,"Orange County, California",38.566592,-121.468632
ObjectId(5c894621e783f23ca09b553e),121673622,SamiiMayy,56,63,3574,California,38.566592,-121.468632
ObjectId(5c894621e783f23ca09b5541),121684769,MrColgate,284,272,5599,"Los Angeles, California",38.566592,-121.468632
ObjectId(5c894621e783f23ca09b555c),121807620,BNF714,91,31,776,"Newport Beach, CA",38.566592,-121.468632
ObjectId(5c894621e783f23ca09b5566),121873005,Tristo2014,182,86,1551,"Houston, TX",30.307182,-97.755996
